layer,kv,win_primary,win3_primary,diffuse_primary,margin_3,margin_10,margin_25,margin_50,facility_3,kcenter_3,keydiff_cen_3,keydiff_unc_3,logdet_cen_3,facility_10,kcenter_10,keydiff_cen_10,keydiff_unc_10,logdet_cen_10,facility_25,kcenter_25,keydiff_cen_25,keydiff_unc_25,logdet_cen_25,facility_50,kcenter_50,keydiff_cen_50,keydiff_unc_50,logdet_cen_50,PR,spectral_tail,outlier_fraction,clusteredness
14,0,kcenter,kcenter,0,0.5110,0.1211,0.0346,0.0141,0.8726,0.3616,1.6221,0.3795,0.4061,0.5439,0.4228,1.2666,0.4199,0.4916,0.4336,0.3991,0.6239,0.3599,0.4524,0.4486,0.4345,0.3093,0.2875,0.3750,27.0633,0.9034,0.0042,0.0673
14,1,kcenter,kcenter,0,0.6105,0.0183,0.0285,0.0228,0.8918,0.2813,1.0689,0.3010,0.2840,0.4528,0.4711,0.9082,0.5067,0.4854,0.4865,0.5150,0.7560,0.5589,0.5567,0.6390,0.6162,0.8512,0.5821,0.5919,17.8204,0.8705,0.0140,0.0880
14,2,kcenter,kcenter,0,0.5647,0.1973,0.0953,0.2905,0.8919,0.3272,1.5045,0.2983,0.3079,0.5648,0.3675,0.5931,0.3340,0.3558,0.5520,0.4567,0.5984,0.3730,0.4357,1.0395,0.7489,0.4810,0.4362,0.5603,28.6080,0.9031,0.0038,0.0660
14,3,kcenter,kcenter,0,0.1566,0.2172,0.1957,0.1139,0.8261,0.6694,1.0143,0.2611,0.3596,0.4207,0.6378,0.4278,0.2423,0.3498,0.5452,0.7409,0.2198,0.2693,0.3569,0.9960,1.1099,0.2492,0.2913,0.3819,25.2640,0.8779,0.0184,0.0805
14,4,kcenter,kcenter,0,0.7146,0.0085,0.0018,0.0151,0.9279,0.2134,1.7618,0.2331,0.2150,0.3664,0.3749,2.3304,0.4081,0.3820,0.5647,0.5629,1.5621,0.6277,0.6090,0.8001,0.7850,1.2529,0.7601,0.7545,30.5716,0.9085,0.0118,0.0625
14,5,kcenter,kcenter,0,0.4621,0.0531,0.0003,0.0619,0.8903,0.4282,1.3475,0.4497,0.4434,0.6538,0.6007,1.8224,0.6432,0.6244,0.5887,0.5890,1.2549,0.5745,0.6278,0.9352,0.8732,1.4196,0.7264,0.8562,22.6944,0.8811,0.0058,0.0815
14,6,kcenter,kcenter,0,0.5709,0.1260,0.0347,0.0472,1.0287,0.4578,1.7565,0.4702,0.4779,0.6324,0.5064,1.8656,0.5100,0.5243,0.4996,0.4649,1.5799,0.4276,0.4712,0.5542,0.5070,0.5251,0.3473,0.4036,26.8422,0.9005,0.0022,0.0672
14,7,kcenter,kcenter,0,0.7235,0.0126,0.0499,0.1646,0.9672,0.2437,1.6069,0.2274,0.2393,0.3893,0.4019,1.9330,0.3771,0.3957,0.4678,0.5177,0.8862,0.4381,0.4624,0.6238,0.7885,0.7991,0.4933,0.5549,29.6351,0.8999,0.0120,0.0682
15,0,kcenter,kcenter,0,0.4508,0.0248,0.0510,0.1233,0.9032,0.4524,1.6011,0.3997,0.4345,0.4737,0.4985,1.7200,0.4767,0.5263,0.5810,0.6320,0.6131,0.4766,0.5852,0.6799,0.8032,0.3141,0.3217,0.4990,21.8125,0.8668,0.0047,0.0943
15,1,kcenter,kcenter,0,0.5104,0.0580,0.0212,0.1332,0.8826,0.3723,1.1665,0.2928,0.3995,0.5467,0.4887,1.0289,0.3816,0.5400,0.5321,0.5533,0.6547,0.3351,0.5472,0.7242,0.8574,0.3367,0.2774,0.5313,23.5373,0.8835,0.0071,0.0840
15,2,kcenter,kcenter,0,0.1925,0.0646,0.0555,0.1382,0.9112,0.7187,1.8004,0.6498,0.6462,0.8202,0.7556,1.9713,0.7549,0.7157,0.7478,0.6923,1.9088,0.6236,0.6837,0.5767,0.7149,1.1184,0.4533,0.5732,24.7906,0.8896,0.0015,0.0749
15,3,kcenter,kcenter,0,0.1748,0.0064,0.0681,0.2188,0.2843,0.1095,1.1316,0.0846,0.0937,0.1378,0.1442,0.8141,0.1084,0.1187,0.2108,0.2789,0.3702,0.1640,0.1892,0.2530,0.4718,0.1716,0.1593,0.1873,22.7614,0.8550,0.0218,0.0994
15,4,kcenter,kcenter,0,0.3592,0.1583,0.0739,0.3584,0.8894,0.5302,1.6206,0.4518,0.4582,0.7124,0.5541,1.5069,0.4953,0.4774,0.4705,0.5444,0.9963,0.3872,0.4625,0.5354,0.8937,0.6304,0.3354,0.5086,25.0626,0.8915,0.0065,0.0731
15,5,kcenter,kcenter,0,0.6203,0.0542,0.1103,0.1885,0.9855,0.3651,1.8789,0.1980,0.2119,0.3814,0.3272,2.1427,0.2838,0.3072,0.4704,0.5807,3.5106,0.4442,0.4715,0.5902,0.7786,3.3054,0.3913,0.4450,32.4646,0.8986,0.0060,0.0764
15,6,kcenter,kcenter,0,0.7298,0.0117,0.0201,0.0802,0.9062,0.1764,1.3602,0.1738,0.1754,0.2401,0.2285,1.4698,0.2371,0.2352,0.2508,0.2307,1.4755,0.2330,0.2478,0.4460,0.3658,2.4608,0.3472,0.3895,33.0347,0.9194,0.0140,0.0541
15,7,kcenter,kcenter,0,0.2743,0.0272,0.0734,0.2581,0.8418,0.5675,1.3435,0.4856,0.5400,0.6142,0.5870,0.8196,0.4515,0.5847,0.5251,0.5985,0.4725,0.3659,0.5273,0.6195,0.8776,0.2205,0.2505,0.5048,22.1456,0.8811,0.0036,0.0832
16,0,kcenter,kcenter,0,0.5996,0.0156,0.0731,0.0676,0.9781,0.3785,1.4234,0.2283,0.3767,0.4725,0.4569,0.5953,0.2962,0.3543,0.5106,0.5837,0.4111,0.3484,0.4379,1.1467,1.2143,0.5143,0.5466,0.6483,28.4737,0.8980,0.0083,0.0680
16,1,kcenter,kcenter,0,0.5137,0.0590,0.0489,0.1553,0.9407,0.4271,1.3709,0.4147,0.4424,0.5382,0.4792,0.7757,0.4548,0.4997,0.5977,0.5489,0.6104,0.4236,0.5120,0.4808,0.6361,0.3150,0.2885,0.4169,23.6562,0.8822,0.0041,0.0805
16,2,kcenter,kcenter,0,0.6941,0.0470,0.0745,0.3178,0.8885,0.1944,1.2200,0.1131,0.1477,0.2954,0.2484,0.3521,0.1422,0.1846,0.2197,0.2941,0.1759,0.1353,0.1781,0.4184,0.7361,0.2246,0.1629,0.2317,28.0636,0.8947,0.0052,0.0728
16,3,kcenter,kcenter,0,0.4464,0.1521,0.0013,0.0942,0.8895,0.4431,1.8397,0.4507,0.4557,0.6580,0.5059,2.0142,0.5528,0.5170,0.5546,0.5533,2.4073,0.5684,0.5483,0.7902,0.6960,3.1167,0.5470,0.5857,25.9018,0.8980,0.0005,0.0690
16,4,kcenter,kcenter,0,0.7611,0.0036,0.0456,0.1830,0.9722,0.2111,1.5608,0.1781,0.2217,0.2854,0.2890,1.6201,0.2230,0.2835,0.3560,0.4016,1.6029,0.2346,0.3425,0.4132,0.5962,0.6639,0.2089,0.3381,31.1701,0.9074,0.0103,0.0648
16,5,kcenter,kcenter,0,0.5181,0.0597,0.0685,0.0670,0.8707,0.3526,1.2317,0.2784,0.3132,0.4348,0.3751,1.3409,0.3349,0.3576,0.4008,0.4693,0.8515,0.3503,0.4030,0.7219,0.7889,0.5726,0.3676,0.4872,24.6438,0.8886,0.0043,0.0757
16,6,kcenter,kcenter,0,0.5547,0.0342,0.0042,0.1205,0.8949,0.3403,0.9953,0.2916,0.3398,0.4087,0.3745,0.4169,0.2758,0.3557,0.4177,0.4218,0.2276,0.2550,0.3581,0.4339,0.5544,0.1800,0.1993,0.2958,26.2971,0.8959,0.0051,0.0704
16,7,kcenter,kcenter,0,0.4936,0.1324,0.2435,0.2348,0.8442,0.3506,1.5089,0.3070,0.3216,0.5480,0.4156,1.6979,0.3713,0.3680,0.7579,0.5144,1.9741,0.3946,0.4057,0.4387,0.6735,1.0337,0.3232,0.3554,30.8232,0.9098,0.0013,0.0613
17,0,kcenter,kcenter,0,0.8435,0.0509,0.0252,0.1305,1.1537,0.3102,1.4707,0.2213,0.3064,0.4582,0.4073,0.8635,0.2862,0.3387,0.3911,0.4164,0.3958,0.2302,0.2932,0.5938,0.7243,0.2112,0.2101,0.3090,24.8168,0.8898,0.0077,0.0747
17,1,kcenter,kcenter,0,0.3943,0.0427,0.0849,0.2670,0.5789,0.1846,0.8448,0.0962,0.1223,0.2419,0.1991,0.3529,0.1129,0.1332,0.2679,0.3527,0.1864,0.1729,0.2153,0.3780,0.6451,0.1896,0.1817,0.2364,28.3420,0.8909,0.0164,0.0767
17,2,kcenter,kcenter,0,0.0125,0.0257,0.0424,0.0987,0.1283,0.1158,1.4525,0.0958,0.1143,0.2228,0.1971,1.6606,0.1580,0.1609,0.2915,0.2491,1.1206,0.1907,0.1968,0.4304,0.3318,0.5044,0.2102,0.2090,34.6223,0.8965,0.0065,0.0787
17,3,kcenter,kcenter,0,0.6635,0.1052,0.0172,0.0093,1.0950,0.4314,1.3330,0.1175,0.1392,0.5891,0.4839,1.4516,0.1446,0.2316,0.5226,0.5398,1.0342,0.1721,0.2623,0.9538,0.9631,0.2552,0.2330,0.3540,35.6419,0.9138,0.0089,0.0598
17,4,kcenter,kcenter,0,0.8507,0.1183,0.0306,0.0459,1.0726,0.2219,1.6052,0.1725,0.2016,0.3687,0.2504,1.8199,0.2247,0.2666,0.2515,0.2822,0.7933,0.2254,0.2841,0.3986,0.4445,0.2501,0.2314,0.2830,30.2995,0.8881,0.0007,0.0846
17,5,kcenter,kcenter,0,0.3162,0.0757,0.0362,0.0875,0.5994,0.2832,1.3239,0.0876,0.1491,0.3790,0.3033,1.2756,0.1019,0.1700,0.3413,0.3051,1.1093,0.1077,0.1670,0.4996,0.4121,1.1267,0.1434,0.1913,34.6018,0.9008,0.0286,0.0627
17,6,kcenter,kcenter,0,0.5061,0.0366,0.0709,0.1777,0.9031,0.3970,1.4967,0.3800,0.3692,0.4827,0.4461,1.5466,0.4530,0.4366,0.5214,0.5924,2.0975,0.5425,0.5323,0.5435,0.7212,0.9194,0.4273,0.4418,29.9116,0.9151,0.0039,0.0587
17,7,kcenter,kcenter,0,0.6083,0.0356,0.0774,0.1293,0.7736,0.1653,1.4378,0.1134,0.1130,0.2211,0.2568,1.5728,0.1940,0.1946,0.3020,0.3794,0.9161,0.2583,0.2736,0.3361,0.4653,0.3714,0.2249,0.2723,26.6571,0.8895,0.0087,0.0784
18,0,kcenter,kcenter,0,0.7691,0.0370,0.0269,0.0162,0.9856,0.2165,1.3584,0.2003,0.2653,0.2879,0.3249,1.3529,0.2988,0.3308,0.3999,0.4267,1.7204,0.3820,0.4330,0.6634,0.6797,1.4856,0.5605,0.6560,33.0595,0.9266,0.0204,0.0492
18,1,kcenter,kcenter,0,0.4236,0.0524,0.0154,0.1503,0.9380,0.5144,0.8313,0.4422,0.6033,0.5758,0.5235,0.5076,0.3863,0.5553,0.5956,0.5802,0.4127,0.3290,0.4538,0.8864,1.0367,0.3046,0.2913,0.4276,21.9898,0.8704,0.0145,0.0932
18,2,kcenter,kcenter,0,0.7191,0.0950,0.0224,0.0445,0.9694,0.2502,1.4072,0.2209,0.2573,0.3586,0.2636,1.2165,0.2246,0.2874,0.2875,0.2651,0.7103,0.2235,0.3012,0.6195,0.5751,0.4891,0.4164,0.5659,33.8320,0.9162,0.0082,0.0583
18,3,kcenter,kcenter,0,0.7618,0.0043,0.0920,0.2913,1.0053,0.2435,0.6322,0.1870,0.2569,0.2974,0.3017,0.2552,0.1863,0.2615,0.2798,0.3718,0.1102,0.0925,0.2057,0.3546,0.6458,0.0466,0.0472,0.1539,22.2752,0.8645,0.0098,0.0996
18,4,kcenter,kcenter,0,0.5258,0.0436,0.0981,0.5075,0.8976,0.3718,1.8131,0.2755,0.3404,0.5063,0.4627,2.2179,0.3608,0.4305,0.6930,0.5949,1.1716,0.4027,0.4918,0.6383,1.1458,0.8592,0.4204,0.5261,33.2763,0.9149,0.0054,0.0577
18,5,kcenter,kcenter,0,0.7346,0.0226,0.0011,0.0690,0.9153,0.1807,1.1859,0.1721,0.1826,0.3136,0.2910,1.5384,0.2889,0.2871,0.3550,0.3561,0.9495,0.3155,0.3407,0.3539,0.4229,0.5900,0.2700,0.3240,30.8018,0.9114,0.0067,0.0615
18,6,kcenter,kcenter,0,0.7279,0.0315,0.0802,0.2502,0.9128,0.1849,1.2778,0.1168,0.1591,0.2363,0.2678,1.4527,0.1525,0.1969,0.2762,0.3564,0.3742,0.1326,0.1819,0.4266,0.6768,0.1423,0.1182,0.1816,33.1001,0.9130,0.0034,0.0638
18,7,kcenter,kcenter,0,0.3939,0.0082,0.1625,0.5734,0.8746,0.4808,1.7686,0.3732,0.3832,0.6231,0.6149,1.9680,0.4410,0.4493,0.5664,0.7289,2.4002,0.4479,0.4731,0.7511,1.3245,1.6066,0.5225,0.5803,35.4201,0.9245,0.0001,0.0512
19,0,kcenter,kcenter,0,0.7707,0.0854,0.1337,0.4027,0.9159,0.1452,1.5558,0.0772,0.0985,0.3816,0.2962,2.0689,0.1292,0.1644,0.3287,0.4624,2.1615,0.1432,0.1908,0.3427,0.7453,0.4300,0.1318,0.1726,36.7176,0.9069,0.0086,0.0651
19,1,kcenter,kcenter,0,0.7536,0.0879,0.2028,0.5930,1.0752,0.3215,0.5712,0.2025,0.3347,0.2729,0.3608,0.2743,0.1806,0.2686,0.3554,0.5582,0.1561,0.1432,0.3258,0.4839,1.0769,0.0837,0.0910,0.3341,22.9053,0.8759,0.0046,0.0902
19,2,kcenter,kcenter,0,0.6643,0.0355,0.0169,0.0239,1.0404,0.3761,1.5882,0.3131,0.3662,0.5063,0.4709,1.7402,0.4278,0.4359,0.4677,0.4846,1.0072,0.4426,0.4365,0.6718,0.6957,0.6364,0.4960,0.4885,24.1049,0.9012,0.0027,0.0677
19,3,kcenter,kcenter,0,0.6279,0.0406,0.1811,0.3688,1.0251,0.3973,1.6056,0.2926,0.3500,0.4846,0.4441,0.6604,0.3495,0.3861,0.4899,0.6711,0.5732,0.3611,0.4476,0.5176,0.8864,0.3044,0.2442,0.3987,26.0084,0.8960,0.0055,0.0697
19,4,kcenter,kcenter,0,0.6202,0.0860,0.0028,0.1528,0.9845,0.3644,1.4810,0.3288,0.3382,0.4858,0.3998,1.2835,0.3944,0.3974,0.5152,0.5180,0.9797,0.4104,0.4733,0.8677,0.7149,0.5137,0.4528,0.5339,28.2035,0.9127,0.0012,0.0584
19,5,kcenter,kcenter,0,0.1386,0.0457,0.0478,0.0197,0.3330,0.1944,1.1562,0.0664,0.1151,0.2729,0.2273,0.3838,0.0801,0.1208,0.3368,0.2889,0.3018,0.0970,0.1255,0.2194,0.2390,0.0902,0.0937,0.1179,31.6413,0.8941,0.0288,0.0774
19,6,kcenter,kcenter,0,0.8374,0.1720,0.1863,0.2714,0.9079,0.0706,1.4830,0.0248,0.0540,0.2704,0.0984,1.6186,0.0396,0.0502,0.3363,0.1500,0.4745,0.0523,0.0612,0.5537,0.2823,0.0576,0.0626,0.0662,34.6020,0.8989,0.0197,0.0703
19,7,kcenter,kcenter,0,0.9077,0.0827,0.0370,0.0293,1.1206,0.2129,1.2710,0.1359,0.2268,0.3763,0.2936,0.2781,0.1045,0.2370,0.3023,0.2653,0.0853,0.0740,0.2108,0.4979,0.4686,0.0749,0.0680,0.2169,22.4103,0.8714,0.0139,0.0932
20,0,kcenter,kcenter,0,0.9594,0.0047,0.1106,0.9262,1.2212,0.2619,1.2949,0.1791,0.2278,0.2756,0.2803,0.7472,0.1796,0.2406,0.2983,0.4089,0.2283,0.1719,0.2507,0.5434,1.4696,0.2104,0.2445,0.3976,27.6643,0.8948,0.0043,0.0722
20,1,kcenter,kcenter,0,0.9234,0.0072,0.0062,0.0184,1.0042,0.0808,0.9533,0.0626,0.0818,0.1165,0.1093,0.7978,0.0846,0.0957,0.1481,0.1419,0.9637,0.1054,0.1190,0.1861,0.1678,0.4475,0.1082,0.1230,37.1337,0.9078,0.0068,0.0724
20,2,kcenter,kcenter,0,0.6577,0.0443,0.0524,0.2524,0.9833,0.3256,1.2080,0.2475,0.2803,0.3770,0.4213,0.7929,0.2930,0.3637,0.5773,0.6297,0.7290,0.3518,0.4562,0.7205,0.9729,0.4218,0.3045,0.4301,28.4040,0.9028,0.0040,0.0677
20,3,kcenter,kcenter,0,0.8485,0.0597,0.1190,0.3035,1.0075,0.1590,0.4429,0.1074,0.1211,0.1796,0.2393,0.2246,0.1557,0.1769,0.5081,0.6271,0.4829,0.3486,0.4170,0.6271,0.9306,0.4077,0.3371,0.3677,27.9811,0.8884,0.0005,0.0832
20,4,kcenter,kcenter,0,0.5799,0.0165,0.0243,0.1388,0.7940,0.2141,1.2752,0.1733,0.1955,0.2920,0.2755,0.6041,0.1811,0.2399,0.3254,0.3497,0.1982,0.1462,0.2454,0.4008,0.5396,0.1297,0.1284,0.2129,23.6686,0.8719,0.0051,0.0975
20,5,kcenter,kcenter,0,0.7523,0.1298,0.0383,0.0670,1.0234,0.2711,2.2680,0.2917,0.4057,0.4414,0.3117,1.9870,0.3316,0.3771,0.3562,0.3178,1.8395,0.3303,0.3558,0.5275,0.4604,1.6602,0.3468,0.4148,29.8935,0.9153,0.0311,0.0571
20,6,kcenter,kcenter,0,0.6127,0.0844,0.1421,0.3399,0.9024,0.2898,1.3477,0.2052,0.2876,0.4069,0.3225,0.9491,0.2174,0.3047,0.3814,0.5235,0.2675,0.2310,0.3684,1.0217,1.3617,0.3959,0.3822,0.5516,28.1338,0.8904,0.0065,0.0797
20,7,kcenter,kcenter,0,0.8411,0.0079,0.0124,0.0536,1.0038,0.1627,1.2547,0.1352,0.1591,0.1999,0.2079,1.3369,0.1554,0.1842,0.2161,0.2285,0.4812,0.1328,0.1856,0.2743,0.3279,0.1542,0.1279,0.1834,29.8332,0.9088,0.0113,0.0670
21,0,kcenter,kcenter,0,0.7026,0.0352,0.0122,0.1495,0.9380,0.2354,1.3361,0.1941,0.2375,0.3189,0.3541,0.8617,0.2573,0.2873,0.4691,0.4813,0.5320,0.2701,0.3693,0.6770,0.8265,0.3523,0.2010,0.3595,28.4805,0.9069,0.0031,0.0678
21,1,kcenter,kcenter,0,0.8172,0.1248,0.2309,0.4569,1.0531,0.2359,0.9772,0.1296,0.2307,0.1794,0.3042,0.3375,0.1596,0.1815,0.2561,0.4870,0.2164,0.1962,0.2374,0.5233,0.9802,0.2891,0.2841,0.3523,24.6701,0.8706,0.0017,0.1010
21,2,kcenter,kcenter,0,0.9040,0.0722,0.1045,0.1384,1.0915,0.1875,0.4927,0.1258,0.1713,0.2045,0.2767,0.3528,0.1477,0.2054,0.3238,0.4282,0.2664,0.1710,0.2595,0.4174,0.5558,0.1471,0.1427,0.1867,24.6235,0.8702,0.0010,0.1019
21,3,kcenter,kcenter,0,0.6609,0.0394,0.1955,1.8935,0.7541,0.0932,1.6624,0.0565,0.0728,0.1814,0.2208,2.1484,0.1079,0.1356,0.2157,0.4112,2.4328,0.1314,0.1568,0.7456,2.6391,1.7307,0.4442,0.5046,33.1313,0.9006,0.0130,0.0724
21,4,kcenter,kcenter,0,0.5199,0.0269,0.1497,0.3933,1.0222,0.5023,1.1055,0.1604,0.2269,0.4764,0.4495,1.2636,0.2780,0.3052,0.4391,0.5888,1.4404,0.2995,0.3515,0.5173,0.9106,0.4492,0.3261,0.4015,33.6988,0.9140,0.0026,0.0660
21,5,kcenter,kcenter,0,0.7272,0.1351,0.0165,0.2433,0.9276,0.2005,1.2560,0.1231,0.2135,0.3731,0.2381,0.5612,0.1129,0.2479,0.2784,0.2949,0.1170,0.0958,0.2273,0.4793,0.7227,0.0930,0.1059,0.2514,27.1590,0.8855,0.0151,0.0847
21,6,facility,facility,0,0.0929,0.1060,0.1097,0.2874,0.0910,0.1839,1.6102,0.0475,0.0658,0.1264,0.2324,1.4995,0.0642,0.0833,0.1339,0.2436,0.4990,0.0677,0.0776,0.2834,0.5708,0.0913,0.1153,0.1085,30.7401,0.8913,0.0277,0.0754
21,7,kcenter,kcenter,0,0.0031,0.0110,0.0360,0.0651,0.0565,0.0535,1.3082,0.0195,0.0249,0.1114,0.1004,2.0887,0.0438,0.0572,0.1546,0.1186,1.6841,0.0500,0.0706,0.4401,0.3750,0.8854,0.1423,0.2006,34.1233,0.9038,0.0108,0.0721
22,0,kcenter,kcenter,0,0.6855,0.0957,0.1440,0.5472,0.9088,0.2233,0.3211,0.1150,0.1548,0.1953,0.2910,0.1955,0.1307,0.1691,0.2570,0.4011,0.1874,0.1020,0.1779,0.6217,1.1689,0.1596,0.1316,0.1962,26.5472,0.8898,0.0019,0.0795
22,1,kcenter,kcenter,0,0.8779,0.0196,0.0181,0.2205,1.0785,0.2006,1.5998,0.1407,0.1992,0.2483,0.2679,0.6378,0.1515,0.2368,0.2691,0.2872,0.2245,0.1036,0.2135,0.6234,0.8439,0.2079,0.1667,0.3126,32.8989,0.9162,0.0042,0.0609
22,2,kcenter,kcenter,0,0.9062,0.1358,0.0075,0.0043,1.0942,0.1881,1.4955,0.1475,0.1711,0.3860,0.2502,0.3474,0.1779,0.2185,0.2606,0.2681,0.1998,0.1537,0.1991,0.3602,0.3560,0.1940,0.1436,0.2087,34.0671,0.9175,0.0012,0.0561
22,3,facility,facility,0,0.0091,0.0020,0.0238,0.0483,0.0862,0.0952,1.4989,0.0249,0.0263,0.1505,0.1485,1.5505,0.0528,0.0543,0.2525,0.2287,2.0317,0.0937,0.0953,0.3242,0.2759,2.7270,0.1054,0.1107,45.5941,0.9177,0.0125,0.0557
22,4,kcenter,kcenter,0,0.7663,0.0081,0.0323,0.0784,1.0165,0.2502,0.6578,0.1839,0.2259,0.3557,0.3476,0.5036,0.2876,0.2971,0.4840,0.4517,0.4333,0.2941,0.3518,0.6577,0.7361,0.3348,0.2537,0.3217,22.6081,0.8774,0.0106,0.0857
22,5,kcenter,kcenter,0,0.6286,0.2073,0.3374,0.3888,1.1118,0.4832,1.3362,0.0707,0.1216,0.3559,0.5632,1.1544,0.0974,0.1467,0.6023,0.9397,0.7430,0.1648,0.2130,1.1260,1.5149,0.1659,0.2169,0.2821,31.2205,0.8880,0.0169,0.0819
22,6,kcenter,kcenter,0,0.8234,0.0402,0.0545,0.0815,0.9178,0.0944,0.8619,0.0212,0.0939,0.1714,0.1312,0.8229,0.0374,0.0444,0.3113,0.2568,1.1117,0.0853,0.0997,0.4959,0.4144,0.1810,0.1339,0.1622,32.6332,0.8926,0.0275,0.0790
22,7,kcenter,kcenter,0,0.7957,0.0030,0.0056,0.0049,0.9542,0.1586,1.4467,0.1488,0.1690,0.2312,0.2282,1.5236,0.1968,0.2386,0.3070,0.3127,0.6854,0.2594,0.3042,0.4604,0.4554,0.3839,0.2887,0.3743,37.0532,0.9184,0.0037,0.0604
23,0,kcenter,kcenter,0,0.0835,0.0211,0.0327,0.2900,0.2606,0.1772,2.3178,0.0442,0.0526,0.1849,0.2060,2.0017,0.0608,0.0650,0.2280,0.2607,2.1539,0.0742,0.0794,0.9144,1.2044,0.6307,0.2555,0.2342,27.2945,0.8750,0.0131,0.0931
23,1,kcenter,keydiff_cen,0,0.7075,0.0133,0.0021,0.1783,0.9267,0.2193,0.1852,0.0850,0.2099,0.2576,0.2443,0.1085,0.0658,0.1595,0.2980,0.2959,0.0600,0.0517,0.1223,0.4402,0.2619,0.0584,0.0512,0.1137,22.9122,0.8718,0.0188,0.0904
23,2,kcenter,kcenter,0,0.8256,0.0015,0.0378,0.2104,1.0035,0.1779,0.2281,0.0807,0.1692,0.2148,0.2163,0.0972,0.0679,0.1539,0.3393,0.3771,0.1245,0.0924,0.1944,0.6457,0.8562,0.1019,0.0967,0.2228,26.7775,0.8952,0.0152,0.0697
23,3,kcenter,kcenter,0,0.6279,0.0324,0.0521,0.1352,0.7883,0.1603,1.0677,0.1170,0.1681,0.1967,0.2290,0.4053,0.1306,0.1740,0.2581,0.3103,0.2834,0.1179,0.2114,0.2437,0.3789,0.1301,0.0938,0.1517,27.4982,0.9057,0.0022,0.0618
23,4,kcenter,kcenter,0,0.6475,0.0140,0.0421,0.3640,0.7159,0.0684,2.0327,0.0351,0.0468,0.0975,0.1115,2.3859,0.0590,0.0669,0.1628,0.2049,3.0392,0.0963,0.1041,0.6257,0.9897,2.9132,0.2928,0.3086,33.1128,0.8995,0.0040,0.0721
23,5,kcenter,kcenter,0,0.4626,0.0588,0.1896,0.5467,0.5736,0.1110,1.7556,0.0249,0.0296,0.1259,0.1847,1.8864,0.0359,0.0437,0.2430,0.4326,2.7159,0.0547,0.0761,0.4166,0.9633,2.3610,0.0727,0.1073,31.7271,0.8898,0.0083,0.0765
23,6,kcenter,kcenter,0,0.4833,0.1226,0.0852,0.1678,0.6349,0.1516,1.8090,0.0636,0.1547,0.3341,0.2115,1.8069,0.1015,0.1147,0.3592,0.2740,1.8450,0.1349,0.1503,0.4566,0.2888,0.8560,0.1301,0.1410,36.7539,0.9111,0.0075,0.0650
23,7,kcenter,kcenter,0,0.7183,0.1607,0.1832,0.2533,0.9288,0.2105,0.9827,0.0432,0.0692,0.1450,0.3057,0.9890,0.0739,0.0913,0.1852,0.3684,1.0147,0.1006,0.1264,0.2944,0.5477,1.5665,0.1435,0.2013,48.6170,0.9216,0.0000,0.0580
24,0,kcenter,kcenter,0,0.8468,0.0755,0.1753,0.2015,0.9525,0.1057,2.4941,0.0544,0.0669,0.1277,0.2032,3.4170,0.0969,0.1310,0.2872,0.4626,6.4863,0.1927,0.2933,0.5573,0.7588,1.6805,0.2507,0.3369,40.1174,0.9165,0.0063,0.0617
24,1,kcenter,kcenter,0,0.8295,0.0819,0.1176,0.2203,1.0609,0.2314,1.0298,0.1608,0.2354,0.2771,0.3590,0.5541,0.2157,0.2770,0.3576,0.4752,0.3170,0.1878,0.2912,0.4942,0.7146,0.1513,0.1422,0.2651,34.9373,0.9137,0.0052,0.0632
24,2,kcenter,kcenter,0,0.7686,0.0283,0.0346,0.0528,0.8495,0.0809,0.6752,0.0475,0.0870,0.1442,0.1159,0.4770,0.0631,0.1213,0.1977,0.1630,0.3319,0.0794,0.1292,0.2958,0.2430,0.0977,0.0907,0.1208,48.8191,0.9371,0.0070,0.0450
24,3,kcenter,kcenter,0,0.5800,0.1190,0.2440,0.6286,0.8498,0.2698,1.0274,0.1700,0.2556,0.2925,0.4115,0.6324,0.1675,0.2897,0.3105,0.5545,0.2429,0.1174,0.2756,0.4494,1.0780,0.1340,0.1167,0.3123,26.6850,0.8798,0.0038,0.0880
24,4,kcenter,kcenter,0,0.7790,0.0440,0.0444,0.0204,0.9663,0.1874,0.6527,0.1003,0.1793,0.2351,0.2791,0.3360,0.1469,0.2494,0.3727,0.4171,0.2075,0.1635,0.3738,0.8304,0.8508,0.2786,0.2213,0.6749,31.2648,0.8928,0.0047,0.0709
24,5,kcenter,kcenter,0,0.7506,0.0153,0.0670,0.1433,0.9255,0.1749,0.5016,0.0714,0.1737,0.2131,0.2284,0.2157,0.0631,0.1696,0.2512,0.3182,0.0514,0.0524,0.1666,0.3783,0.5216,0.0489,0.0532,0.1298,24.4699,0.8688,0.0209,0.0937
24,6,kcenter,kcenter,0,1.0827,0.0429,0.1229,0.3508,1.2313,0.1485,1.0909,0.0454,0.0811,0.1451,0.1881,0.0537,0.0528,0.0969,0.2903,0.4132,0.0752,0.0760,0.1833,0.6324,0.9832,0.0694,0.0852,0.2431,30.8264,0.8889,0.0128,0.0798
24,7,kcenter,kcenter,0,0.1473,0.0390,0.0554,0.0592,0.2068,0.0595,1.2694,0.0111,0.0605,0.1143,0.0753,0.2315,0.0148,0.0308,0.1497,0.0943,0.0180,0.0190,0.0294,0.2002,0.1410,0.0204,0.0201,0.0329,36.0107,0.8860,0.0397,0.0754
